id,name,bn_name,gender
891,Asst. Prof. Dr. Redwana Hossain,Asst. Prof. Dr. Redwana Hossain,FEMALE
892,Dr. Mustanshirah Lubna,Dr. Mustanshirah Lubna,FEMALE
893,Dr. Md. Shariful Islam,Dr. Md. Shariful Islam,MALE
894,Dr. Md Asaduzzaman Shimul,Dr. Md Asaduzzaman Shimul,MALE
895,Dr. H. M Jannatul Rasel,Dr. H. M Jannatul Rasel,MALE
896,Dr. Abul Kashem,Dr. Abul Kashem,MALE
897,Dr. Noor-E-Nasrin Mitu,Dr. Noor-E-Nasrin Mitu,FEMALE
898,Dr. Hazera Sikder Ritu,Dr. Hazera Sikder Ritu,FEMALE
899,Prof. Dr. Tests DTs,Prof. Dr. Tests DTs,MALE
900,Dr. Abdullah Al Amin,Dr. Abdullah Al Amin,MALE
901,Dr. Telawat Sultana,Dr. Telawat Sultana,FEMALE
902,Dr. Md. Rafiqul Islam,Dr. Md. Rafiqul Islam,MALE
903,Dr. Rokunuzzaman Pavel,Dr. Rokunuzzaman Pavel,MALE
904,Dr. Arman Arafin,Dr. Arman Arafin,MALE
905,Dr. Nicole Sumaya Mostakim Piu,Dr. Nicole Sumaya Mostakim Piu,FEMALE
906,Jayoti Mukherjee,Jayoti Mukherjee,FEMALE
907,Dr. Md.Mouabya Hasan,Dr. Md.Mouabya Hasan,MALE
908,Dr. Khadiga Khanam,Dr. Khadiga Khanam,FEMALE
909,Dr. Md.Zamiul Haque,Dr. Md.Zamiul Haque,MALE
910,Dr. Raihan Ali,Dr. Raihan Ali,MALE
911,Dr. Mosammot Saima Sadia,Dr. Mosammot Saima Sadia,FEMALE
912,Dr. Nusrat Razia,Dr. Nusrat Razia,FEMALE
913,Dr. Rakibul Hasan Mihaam,Dr. Rakibul Hasan Mihaam,MALE
914,Dr. Sharmin Akter,Dr. Sharmin Akter,FEMALE
915,Dr. Tanvir Tamanna Ananna,Dr. Tanvir Tamanna Ananna,FEMALE
916,Dr. Rafsan Reza,Dr. Rafsan Reza,MALE
917,Dr. Ruby Das,Dr. Ruby Das,FEMALE
918,Dr. Kafil Uddin,Dr. Kafil Uddin,MALE
919,Dr. Samina Ferdous,Dr. Samina Ferdous,FEMALE
920,Dr. Ashik Md Raihan Chowdhury,Dr. Ashik Md Raihan Chowdhury,MALE
921,Dr. Ahsan Abdullah,Dr. Ahsan Abdullah,MALE
922,Dr. Md. Ashraful Hoque,Dr. Md. Ashraful Hoque,MALE
923,Dr. Gulshana Akter,Dr. Gulshana Akter,FEMALE
924,Dr. Taz-Nur Farzana,Dr. Taz-Nur Farzana,FEMALE
925,Nazmun Nahar Munmun,Nazmun Nahar Munmun,FEMALE
926,Mohammad Salim Chowdhury,Mohammad Salim Chowdhury,MALE
927,Dr. Mashfik Hasan,Dr. Mashfik Hasan,MALE
928,Dr. Salman Mahmud,Dr. Salman Mahmud,MALE
929,Dr. Farhana Binte Islam Mou,Dr. Farhana Binte Islam Mou,FEMALE
930,Dr. Sharmin Reza Lima,Dr. Sharmin Reza Lima,FEMALE
931,Dr. Mohammad Azmain Iktidar,Dr. Mohammad Azmain Iktidar,MALE
932,Dr. Mohammed Munshi,Dr. Mohammed Munshi,MALE
933,Dr. Md. Akheruzzaman,Dr. Md. Akheruzzaman,MALE
934,Dr. Shahriar Shaky,Dr. Shahriar Shaky,MALE
935,Dr. Arif Ibna Anwar,Dr. Arif Ibna Anwar,MALE
936,Dr. Mohammad Shah Alam,Dr. Mohammad Shah Alam,MALE
937,Dr. Fatema Sultana Pappy,Dr. Fatema Sultana Pappy,FEMALE
938,Dr. Shahidul Islam Khan,Dr. Shahidul Islam Khan,MALE
939,Dr. Tahan Al Juhany,Dr. Tahan Al Juhany,MALE
940,Dr. Navid Anjum,Dr. Navid Anjum,MALE
941,Dr. Kawsar Ahmed,Dr. Kawsar Ahmed,MALE
942,Dr. Sumit Mistry,Dr. Sumit Mistry,MALE
943,Dr. Muhammad Zubayer khan,Dr. Muhammad Zubayer khan,MALE
944,Dr. Jabir Hasan,Dr. Jabir Hasan,MALE
945,Dr. Shihabul Islam Khan,Dr. Shihabul Islam Khan,MALE
946,Dr. Golam moktadir,Dr. Golam moktadir,MALE
947,Dr. Abu Taiyeb Md Muhibbullah,Dr. Abu Taiyeb Md Muhibbullah,MALE
948,Navin Rahman,Navin Rahman,FEMALE
949,Dr. Shohana Maqsud,Dr. Shohana Maqsud,FEMALE
950,Dr. Mohammad Abdul Baset,Dr. Mohammad Abdul Baset,MALE
951,Dr. Monzur Hussain Chowdhury,Dr. Monzur Hussain Chowdhury,MALE
952,Asst. Prof. Dr. Khaled Shahrear,Asst. Prof. Dr. Khaled Shahrear,MALE
953,Dr. MD RAFAT HASSAN,Dr. MD RAFAT HASSAN,MALE
954,Dr. Chayan Goswami Antu,Dr. Chayan Goswami Antu,MALE
955,Asst. Prof. Dr. Q M MARUF MAHBUB ASIF,Asst. Prof. Dr. Q M MARUF MAHBUB ASIF,MALE
956,Dr. Shubho Roy,Dr. Shubho Roy,MALE
957,Dr. Mohammed Zahadul Islam Chowdhury,Dr. Mohammed Zahadul Islam Chowdhury,MALE
958,Dr. Sharmin Akter Tapoti,Dr. Sharmin Akter Tapoti,FEMALE
959,Dr. Khaza Amirul Islam,Dr. Khaza Amirul Islam,MALE
960,Dr. Md. Sarwar Zahan,Dr. Md. Sarwar Zahan,MALE
961,Dr. Abdullah Al Kium,Dr. Abdullah Al Kium,MALE
962,Dr. Ahmed Ur Rahman Shuvo,Dr. Ahmed Ur Rahman Shuvo,MALE
963,Dr. Md Obaidur Reza Choudhury,Dr. Md Obaidur Reza Choudhury,MALE
964,Dr. Nazmul Hassan,Dr. Nazmul Hassan,MALE
965,Dr. Ashraful Amin,Dr. Ashraful Amin,MALE
966,Dr. Khyrul Kabir,Dr. Khyrul Kabir,MALE
967,Dr. Md. Pervej Shake,Dr. Md. Pervej Shake,MALE
968,Dr. Lokman Hossain,Dr. Lokman Hossain,MALE
969,Dr. Shaima Sultana,Dr. Shaima Sultana,FEMALE
970,Dr. Tajkiatul Islam Mohua,Dr. Tajkiatul Islam Mohua,FEMALE
971,Dr. Mayeesha Hossain,Dr. Mayeesha Hossain,FEMALE
972,Asst. Prof. Dr. Shaikh Abdullah Al Mamun,Asst. Prof. Dr. Shaikh Abdullah Al Mamun,MALE
973,Dr. Marufur Rahman,Dr. Marufur Rahman,MALE
974,Dr. Raihan Ahmad,Dr. Raihan Ahmad,MALE
975,Dr. Md Rayhan Hossain,Dr. Md Rayhan Hossain,MALE
976,Dr. Abdullah Al Rashed,Dr. Abdullah Al Rashed,MALE
977,Dr. Muhammad Abdullah Al Mamun,Dr. Muhammad Abdullah Al Mamun,MALE
978,Dr. Farhana Yasmin,Dr. Farhana Yasmin,FEMALE
979,Dr. Sumaiya Khaled,Dr. Sumaiya Khaled,FEMALE
980,Dr. Iffat Mostofa,Dr. Iffat Mostofa,FEMALE
981,Dr. Afzal Ahmed,Dr. Afzal Ahmed,MALE
982,Dr. Salahuddin Farhan,Dr. Salahuddin Farhan,MALE
983,Dr. Toufiqur Reza,Dr. Toufiqur Reza,MALE
984,Dr. Md. Safawan Hussain Al- Mahmud,Dr. Md. Safawan Hussain Al- Mahmud,MALE
985,Dr. Khalid Hasan,Dr. Khalid Hasan,MALE
986,Dr. Sm. Ashik Faysal,Dr. Sm. Ashik Faysal,MALE
987,Dr. Samir Tasrif,Dr. Samir Tasrif,MALE
988,Dr. Asma Akter Mitu,Dr. Asma Akter Mitu,FEMALE
989,Dr. Ahashan Habib,Dr. Ahashan Habib,MALE
990,Dr. Tanjjina Jahan,Dr. Tanjjina Jahan,FEMALE
991,Dr. Md Mahfuzul Hussain,Dr. Md Mahfuzul Hussain,MALE
992,Dr. Dibanur Rashid,Dr. Dibanur Rashid,FEMALE
993,Dr. MD.ZIAUR Rahman,Dr. MD.ZIAUR Rahman,MALE
994,Dr. KAZI MOHSIN UDDIN AHMED,Dr. KAZI MOHSIN UDDIN AHMED,MALE
995,Dr. Nabil Rayhan,Dr. Nabil Rayhan,MALE
996,Prof. Dr. Red Bull,Prof. Dr. Red Bull,MALE
997,Dr. Aziz Ahmed,Dr. Aziz Ahmed,MALE
998,Dr. Nazmul Ahashan Shuvo,Dr. Nazmul Ahashan Shuvo,MALE
999,Dr. Mohammad Masudur Rahman,Dr. Mohammad Masudur Rahman,MALE
1000,Dr. Mohafil Ara Munmun,Dr. Mohafil Ara Munmun,FEMALE
1001,Dr. Mohammed Akter Hossan Masud,Dr. Mohammed Akter Hossan Masud,MALE
1002,Md Meraz Hossain,Md Meraz Hossain,MALE
1003,Dr. Seebat Masrur,Dr. Seebat Masrur,MALE
1004,Dr. S. M. Asif Arifin,Dr. S. M. Asif Arifin,MALE
1005,Dr. Puja Saha,Dr. Puja Saha,FEMALE
1006,Dr. Sanjay Chatterjee,Dr. Sanjay Chatterjee,MALE
1007,Dr. Saidul Islam,Dr. Saidul Islam,MALE
1008,Dr. Fahima Ferdous,Dr. Fahima Ferdous,FEMALE
1009,Dr. Moumita Paul,Dr. Moumita Paul,FEMALE
1010,Dr. Niloy Biswas,Dr. Niloy Biswas,MALE
1011,Dr. Tahmina Noni,Dr. Tahmina Noni,FEMALE
1012,Dr. Shaionty Rahman,Dr. Shaionty Rahman,FEMALE
1013,Dr. Alim Al Razy,Dr. Alim Al Razy,MALE
1014,Dr. Zahidul Islam,Dr. Zahidul Islam,MALE
1015,Dr. Nayeema Roshni,Dr. Nayeema Roshni,FEMALE
1016,Dr. Hasan Mahmud Abdullah,Dr. Hasan Mahmud Abdullah,MALE
1017,Dr. farzana ahmmed,Dr. farzana ahmmed,FEMALE
1018,Dr. Hosne Nazia,Dr. Hosne Nazia,FEMALE
1019,Dr. Sawrav Deb Bappy,Dr. Sawrav Deb Bappy,MALE
1020,Dr. MD. Mehedi Hasan,Dr. MD. Mehedi Hasan,MALE
1021,Dr. Rezaul Haque,Dr. Rezaul Haque,MALE
1022,Dr. Abir Salman,Dr. Abir Salman,MALE
1023,Dr. Ayub Hossain,Dr. Ayub Hossain,MALE
1024,Dr. Md. Maroful Hassan,Dr. Md. Maroful Hassan,MALE
1025,Dr. Rebeka Sultana,Dr. Rebeka Sultana,FEMALE
1026,Dr. Shamim Ahmed Chowdhury,Dr. Shamim Ahmed Chowdhury,MALE
1027,Asst. Prof. Dr. Mahmudul Hasan,Asst. Prof. Dr. Mahmudul Hasan,MALE
1028,Dr. Syed Muhammad Asifur Rahman,Dr. Syed Muhammad Asifur Rahman,MALE
1029,Dr. MD Mushfqur Rahman,Dr. MD Mushfqur Rahman,MALE
1030,Dr. T M RIDWAN AKOND,Dr. T M RIDWAN AKOND,MALE
1031,Asst. Prof. Dr. Manira Khanam Nishi,Asst. Prof. Dr. Manira Khanam Nishi,FEMALE
1032,Dr. Ratul Saha,Dr. Ratul Saha,MALE
1033,Dr. Apu Karmaker,Dr. Apu Karmaker,MALE
1034,Dr. Ruhul Amin,Dr. Ruhul Amin,MALE
1035,Dr. Shifat Akter Jahan,Dr. Shifat Akter Jahan,FEMALE
1036,Dr. Amit Saha,Dr. Amit Saha,MALE
1037,Asst. Prof. Dr. Enamul Karim,Asst. Prof. Dr. Enamul Karim,MALE
1038,Dr. Fazle Robbi,Dr. Fazle Robbi,MALE
1039,Dr. Md. Shahadat Hossain,Dr. Md. Shahadat Hossain,MALE
1040,Dr. SYEDA FARAH FERDOUS,Dr. SYEDA FARAH FERDOUS,FEMALE
1041,Dr. Afroza Sultana,Dr. Afroza Sultana,FEMALE
1042,Dr. Mst. Suraia Pervin,Dr. Mst. Suraia Pervin,FEMALE
1043,Dr. Md Mostafijur Rahman,Dr. Md Mostafijur Rahman,MALE
1044,Dr. Forhad Ahmed Choudhury,Dr. Forhad Ahmed Choudhury,MALE
1045,Dr. Aniqua Yasmin,Dr. Aniqua Yasmin,FEMALE
1046,Dr. Nazah Azad,Dr. Nazah Azad,FEMALE
1047,Dr. Md. Khalid Saifullah,Dr. Md. Khalid Saifullah,MALE
1048,Dr. Sanzida Sharmin Ananna,Dr. Sanzida Sharmin Ananna,FEMALE
1049,Dr. Noor-E-Abedin Shifat,Dr. Noor-E-Abedin Shifat,MALE
1050,Dr. Muhammad Ashiqur Rahman,Dr. Muhammad Ashiqur Rahman,MALE
1051,Dr. Nishat Tasnim,Dr. Nishat Tasnim,FEMALE
1052,Dr. Md Shariful Islam,Dr. Md Shariful Islam,MALE
1053,Dr. Mirza Shamim,Dr. Mirza Shamim,MALE
1054,Dr. Tanmoy Saha,Dr. Tanmoy Saha,MALE
1055,Dr. sabrin sultana,Dr. sabrin sultana,FEMALE
1056,Dr. Mst.Syma Sabrin,Dr. Mst.Syma Sabrin,FEMALE
